filename,width,height,class,xmin,ymin,xmax,ymax
smoking_214.jpg,467,400,person,52,10,467,400
looking_through_a_telescope_068.jpg,400,300,person,3,139,85,298
running_060.jpg,600,900,person,112,70,450,791
riding_a_horse_135.jpg,300,450,person,47,21,226,260
watching_TV_108.jpg,300,451,person,182,237,296,446
playing_guitar_193.jpg,400,300,person,30,56,194,300
writing_on_a_book_179.jpg,300,400,person,2,48,291,398
reading_074.jpg,600,900,person,91,5,392,688
walking_the_dog_033.jpg,451,300,person,160,106,216,230
writing_on_a_book_093.jpg,451,300,person,54,3,320,277
riding_a_horse_294.jpg,300,386,person,90,9,192,192
playing_guitar_191.jpg,300,447,person,96,29,230,429
looking_through_a_telescope_085.jpg,386,300,person,179,87,363,300
riding_a_bike_188.jpg,439,300,person,172,14,262,261
washing_dishes_081.jpg,400,300,person,183,27,334,297
pouring_liquid_098.jpg,300,400,person,44,16,300,380
phoning_016.jpg,451,300,person,98,34,346,256
riding_a_bike_244.jpg,400,632,person,37,5,334,627
playing_guitar_234.jpg,452,300,person,229,75,414,300
playing_violin_025.jpg,300,400,person,1,28,300,400
jumping_150.jpg,300,451,person,78,59,229,311
reading_145.jpg,452,300,person,123,3,397,300
texting_message_114.jpg,321,300,person,5,3,242,300
jumping_022.jpg,432,400,person,81,9,241,299
jumping_019.jpg,300,396,person,67,11,222,336
waving_hands_046.jpg,800,600,person,99,195,447,600
writing_on_a_book_167.jpg,800,600,person,213,94,648,579
phoning_030.jpg,389,300,person,45,28,246,299
holding_an_umbrella_250.jpg,300,404,person,119,190,177,380
rowing_a_boat_083.jpg,400,300,person,200,104,254,174
pushing_a_cart_224.jpg,389,300,person,177,53,270,180
walking_the_dog_178.jpg,300,451,person,66,35,194,430
shooting_an_arrow_208.jpg,400,414,person,55,112,386,413
waving_hands_091.jpg,500,632,person,94,20,415,632
riding_a_bike_206.jpg,900,600,person,376,101,644,343
reading_082.jpg,400,300,person,80,1,346,300
phoning_226.jpg,400,508,person,108,11,400,507
looking_through_a_microscope_017.jpg,451,300,person,234,95,432,300
watching_TV_094.jpg,300,454,person,125,196,264,441
playing_guitar_117.jpg,400,457,person,27,29,303,457
watching_TV_138.jpg,400,300,person,175,214,383,290
looking_through_a_microscope_036.jpg,301,200,person,112,14,266,200
shooting_an_arrow_188.jpg,400,300,person,198,56,310,300
shooting_an_arrow_139.jpg,300,452,person,67,187,263,446
running_231.jpg,300,421,person,160,125,250,380
